معرف الدواء,اسم الدواء,المواد الفعالة,العيارات,الشكل الصيدلاني,المصنع,التركيب الأصلي,الشكل الأصلي,حالة المصدر
4601,Carnitine 500,acetylcarnitine,500mg,كبسولة,بيوميد,acetylcarnitine 500mg / cap,cap,بيانات مكتملة
4602,Cleen Zon,PEG + potassiumchloride + sodium Carbonate + Sod.Chloride + sodiumsulfate 5700mg / sachet,59000mg + 700mg + 1700mg + 1500mg + ,ظرف,بيوميد,PEG 59000mg+potassiumchloride 700mg+sodium Carbonate 1700mg+Sod.Chloride 1500mg+sodiumsulfate 5700mg / sachet,sachet,بيانات مكتملة
4603,Clindamycin 150,clindamycin,150mg,كبسولة,بيوميد,clindamycin 150mg / cap,cap,بيانات مكتملة
4604,Clindamycin 300,clindamycin,300mg,كبسولة,بيوميد,clindamycin 300mg / cap,cap,بيانات مكتملة
4605,Condromine,chondroitin + glucos Amine + manganese + ascorbic Acid,200mg + 250mg + 5mg + 33mg,قرص,بيوميد,chondroitin 200mg+glucos Amine 250mg+manganese 5mg+ascorbic Acid 33mg / cap,tab,بيانات مكتملة
4606,Crestomed 10,rosuvastatin,10mg,قرص مغلف,بيوميد,rosuvastatin 10mg / c-tab,coated-tab,بيانات مكتملة
4607,Crestomed 20,rosuvastatin,20mg,قرص مغلف,بيوميد,rosuvastatin 20mg / c-tab,coated-tab,بيانات مكتملة
4608,Crestomed 40,rosuvastatin,40mg,قرص مغلف,بيوميد,rosuvastatin 40mg / c-tab,coated-tab,بيانات مكتملة
4609,Crestomed 5,rosuvastatin,5mg,قرص مغلف,بيوميد,rosuvastatin 5mg / c-tab,coated-tab,بيانات مكتملة
4610,Daily Vit,ginkgobiloba + ginseng + multivitamins / chew-tab, +  + ,قرص للمضغ,بيوميد,ginkgobiloba+ginseng+multivitamins / chew-tab,chew-tab,بيانات مكتملة
4611,Daily Vit Maternal,,,قرص مغلف,بيوميد,,coated-tab,التركيب غير موجود في APK
4612,Deferiprone 500,deferiprone,500mg,قرص مغلف,بيوميد,deferiprone 500mg / c-tab,coated-tab,بيانات مكتملة
4613,Drodarone 400,dronedarone,400mg,قرص مغلف,بيوميد,dronedarone 400mg / c-tab,coated-tab,بيانات مكتملة
4614,Duloxetine 20,duloxetine 20mg / SR-cap,,SR-cap,بيوميد,duloxetine 20mg / SR-cap,SR-cap,بيانات مكتملة
4615,Duloxetine 30,duloxetine 30mg / SR-cap,,SR-cap,بيوميد,duloxetine 30mg / SR-cap,SR-cap,بيانات مكتملة
4616,Duloxetine 60,duloxetine 60mg / SR-cap,,SR-cap,بيوميد,duloxetine 60mg / SR-cap,SR-cap,بيانات مكتملة
4617,Floziphage 12.5/1000,empagliflozin + metformin,12.5mg + 1000mg,قرص,بيوميد,empagliflozin 12.5mg+metformin 1000mg / tab,tab,بيانات مكتملة
4618,Floziphage 12.5/500,empagliflozin + metformin,12.5mg + 1000mg,قرص,بيوميد,empagliflozin 12.5mg+metformin 1000mg / tab,tab,بيانات مكتملة
4619,Floziphage 5/1000,empagliflozin + metformin,5mg + 1000mg,قرص,بيوميد,empagliflozin 5mg+metformin 1000mg / tab,tab,بيانات مكتملة
4620,Floziphage 5/500,empagliflozin + metformin,5mg + 500mg,قرص,بيوميد,empagliflozin 5mg+metformin 500mg / tab,tab,بيانات مكتملة
4621,Gliclazide MR 30,gliclazide 30mg / MR-tab,,قرص,بيوميد,gliclazide 30mg / MR-tab,tab,بيانات مكتملة
4622,Gliclazide MR 60,gliclazide 30mg / MR-tab,,قرص,بيوميد,gliclazide 30mg / MR-tab,tab,بيانات مكتملة
4623,Glyxamed 10/5,empagliflozin + linagliptin,10mg + 5mg,قرص مغلف,بيوميد,empagliflozin 10mg+linagliptin 5mg / c-tab,coated-tab,بيانات مكتملة
4624,Glyxamed 10/5/1000,empagliflozin + linagliptin + metformin,10mg + 5mg + 1000mg,قرص مغلف,بيوميد,empagliflozin 10mg+linagliptin 5mg+metformin 1000mg / c-tab,coated-tab,بيانات مكتملة
4625,Glyxamed 12.5/2.5/1000,empagliflozin + linagliptin + metformin,2.5mg + 12.5mg + 1000mg,قرص مغلف,بيوميد,empagliflozin 2.5mg+linagliptin 12.5mg+metformin 1000mg / c-tab,coated-tab,بيانات مكتملة
4626,Glyxamed 25/5,empagliflozin + linagliptin,25mg + 5mg,قرص مغلف,بيوميد,empagliflozin 25mg+linagliptin 5mg / c-tab,coated-tab,بيانات مكتملة
4627,Harvomed,ledipasvir + sofosbuvir,90mg + 400mg,قرص مغلف,بيوميد,ledipasvir 90mg+sofosbuvir 400mg / c-tab,coated-tab,بيانات مكتملة
4628,Indapamide SR 1.5,indapamide,1.5mg,SR-tab,بيوميد,indapamide 1.5mg / tab,SR-tab,بيانات مكتملة
4629,Levi Lepsi 1000,levetiracetam,1000mg,قرص مغلف,بيوميد,levetiracetam 1000mg / c-tab,coated-tab,بيانات مكتملة
4630,Levi Lepsi 250,levetiracetam,250mg,قرص مغلف,بيوميد,levetiracetam 250mg / c-tab,coated-tab,بيانات مكتملة
4631,Levi Lepsi 500,levetiracetam,500mg,قرص مغلف,بيوميد,levetiracetam 500mg / c-tab,coated-tab,بيانات مكتملة
4632,Levi Lepsi 750,levetiracetam,750mg,قرص مغلف,بيوميد,levetiracetam 750mg / c-tab,coated-tab,بيانات مكتملة
4633,Maxiclotide 145,linaclotide,0.145mg,كبسولة,بيوميد,linaclotide 0.145mg / cap,cap,بيانات مكتملة
4634,Maxiclotide 290,linaclotide,0.290mg,كبسولة,بيوميد,linaclotide 0.290mg / cap,cap,بيانات مكتملة
4635,Maxiclotide 72,linaclotide,0.072mg,كبسولة,بيوميد,linaclotide 0.072mg / cap,cap,بيانات مكتملة
4636,Medscon,calcim Carbonate + sodium Alginate + sodium Bi Carbonate,160mg + 500mg + 267mg,معلق,بيوميد,calcim Carbonate 160mg+sodium Alginate 500mg+sodium Bi Carbonate 267mg / 5ml,susp,بيانات مكتملة
4637,Metformin XR 1000,metformin,1000mg,قرص مغلف,بيوميد,metformin 1000mg / c-tab,coated-tab,بيانات مكتملة
4638,Metformin XR 750,metformin,750mg,قرص مغلف,بيوميد,metformin 750mg / c-tab,coated-tab,بيانات مكتملة
4639,Meticron,gliclazide + metformin,80mg + 500mg,قرص,بيوميد,gliclazide 80mg+metformin 500mg / c-tab,tab,بيانات مكتملة
4640,Metoprolol XR 100,metoprolol,100mg,c-tab pl-bottle,بيوميد,metoprolol 100mg / c-tab,c-tab pl-bottle,بيانات مكتملة
4641,Metoprolol XR 200,metoprolol,200mg,c-tab pl-bottle,بيوميد,metoprolol 200mg / c-tab,c-tab pl-bottle,بيانات مكتملة
4642,Metoprolol XR 25,metoprolol,23.5mg,c-tab pl-bottle,بيوميد,metoprolol 23.5mg / c-tab,c-tab pl-bottle,بيانات مكتملة
4643,Metoprolol XR 50,metoprolol,50mg,c-tab pl-bottle,بيوميد,metoprolol 50mg / c-tab,c-tab pl-bottle,بيانات مكتملة
4644,Molsicor 2,molsidomine,2mg,قرص,بيوميد,molsidomine 2mg / tab,tab,بيانات مكتملة
4645,Molsicor 4,molsidomine,4mg,قرص,بيوميد,molsidomine 4mg / tab,tab,بيانات مكتملة
4646,Molsicor XR 16,molsidomine,16mg,قرص,بيوميد,molsidomine 16mg / tab,tab,بيانات مكتملة
4647,Molsicor XR 8,molsidomine,8mg,قرص,بيوميد,molsidomine 8mg / tab,tab,بيانات مكتملة
4648,New Arginin,,,شراب,بيوميد,,syrup,التركيب غير موجود في APK
4649,New Rhinogrip Day,,,قرص,بيوميد,,tab,التركيب غير موجود في APK
4650,New Rhinogrip Night,,,قرص,بيوميد,,tab,التركيب غير موجود في APK
4651,Noxidara 20,esomeprazole,20mg,كبسولة,بيوميد,esomeprazole 20mg / cap,cap,بيانات مكتملة
4652,Noxidara 40,esomeprazole,40mg,كبسولة,بيوميد,esomeprazole 40mg / cap,cap,بيانات مكتملة
4653,Pico 0.4,chromium Picolinate,0.4mg,قرص,بيوميد,chromium Picolinate 0.4mg / tab,tab,بيانات مكتملة
4654,Prasugrel 10,prasugrel,10mg,قرص مغلف,بيوميد,prasugrel 10mg / c-tab,coated-tab,بيانات مكتملة
4655,Prasugrel 5,prasugrel,5mg,قرص مغلف,بيوميد,prasugrel 5mg / c-tab,coated-tab,بيانات مكتملة
4656,Quetiapin XR 150,quetiapine 150mg / ER-tab,,ER-tab,بيوميد,quetiapine 150mg / ER-tab,ER-tab,بيانات مكتملة
4657,Quetiapin XR 200,quetiapine 200mg / ER-tab,,ER-tab,بيوميد,quetiapine 200mg / ER-tab,ER-tab,بيانات مكتملة
4658,Quetiapin XR 50,quetiapine 50mg / ER-tab,,ER-tab,بيوميد,quetiapine 50mg / ER-tab,ER-tab,بيانات مكتملة
4659,Ramithiazide 12.5/10,H.C.T.Z. ( Hydro Chlor Thia Zide ) + ramipril,12.5mg + 10mg,قرص,بيوميد,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+ramipril 10mg / tab,tab,بيانات مكتملة
4660,Ramithiazide 5/12.5,H.C.T.Z. ( Hydro Chlor Thia Zide ) + ramipril,12.5mg + 5mg,قرص,بيوميد,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+ramipril 5mg / tab,tab,بيانات مكتملة
4661,Telmidipine 40/10,amlodipine + telmisartan,10mg + 40mg,قرص,بيوميد,amlodipine 10mg+telmisartan 40mg / tab,tab,بيانات مكتملة
4662,Telmidipine 40/5,amlodipine + telmisartan,5mg + 40mg,قرص,بيوميد,amlodipine 5mg+telmisartan 40mg / tab,tab,بيانات مكتملة
4663,Telmidipine 80/10,amlodipine + telmisartan,10mg + 80mg,قرص,بيوميد,amlodipine 10mg+telmisartan 80mg / tab,tab,بيانات مكتملة
4664,Telmidipine 80/5,amlodipine + telmisartan,5mg + 80mg,قرص,بيوميد,amlodipine 5mg+telmisartan 80mg / tab,tab,بيانات مكتملة
4665,Telmithiazide 40/12.5,H.C.T.Z. ( Hydro Chlor Thia Zide ) + telmisartan 40mg / bi-tab,12.5mg + ,bi-tab,بيوميد,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+telmisartan 40mg / bi-tab,bi-tab,بيانات مكتملة
4666,Telmithiazide 80/12.5,H.C.T.Z. ( Hydro Chlor Thia Zide ) + telmisartan 80mg / bi-tab,12.5mg + ,bi-tab,بيوميد,H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+telmisartan 80mg / bi-tab,bi-tab,بيانات مكتملة
4667,Telmithiazide 80/25,H.C.T.Z. ( Hydro Chlor Thia Zide ) + telmisartan 80mg / bi-tab,25mg + ,bi-tab,بيوميد,H.C.T.Z. ( Hydro Chlor Thia Zide ) 25mg+telmisartan 80mg / bi-tab,bi-tab,بيانات مكتملة
4668,Tempofen 100,ibuprofen,100mg,شراب,بيوميد,ibuprofen 100mg / supp,syrup,بيانات مكتملة
4669,Tempofen 200,ibuprofen,200mg,قرص مغلف,بيوميد,ibuprofen 200mg / c-tab,coated-tab,بيانات مكتملة
4670,Tempofen 400,ibuprofen,400mg,قرص مغلف,بيوميد,ibuprofen 400mg / c-tab,coated-tab,بيانات مكتملة
4671,Tempofen 600,ibuprofen,600mg,قرص مغلف,بيوميد,ibuprofen 600mg / c-tab,coated-tab,بيانات مكتملة
4672,Tempofen 800,ibuprofen,800mg,قرص مغلف,بيوميد,ibuprofen 800mg / c-tab,coated-tab,بيانات مكتملة
4673,Tenofovir 300,tenofovir Disoproxil Fumarate,300mg,قرص مغلف,بيوميد,tenofovir Disoproxil Fumarate 300mg / tab,coated-tab,بيانات مكتملة
4674,Tronisum 2000,strontium Ranelate 2000mg / sachet,,ظرف,بيوميد,strontium Ranelate 2000mg / sachet,sachet,بيانات مكتملة
4675,Tronsium 2000,strontium Ranelate 2000mg / sachet,,ظرف,بيوميد,strontium Ranelate 2000mg / sachet,sachet,بيانات مكتملة
4676,Vildagliptin 50,vildagliptin,50mg,قرص,بيوميد,vildagliptin 50mg / tab,tab,بيانات مكتملة
4677,Visalgine 50,tiemonium Methyl Sulfate,50mg,قرص مغلف,بيوميد,tiemonium Methyl Sulfate 50mg / c-tab,coated-tab,بيانات مكتملة
4678,Vitamin D3 10000,vit D3 ( cholecalciferol ),"10,000i.u.",قرص مغلف,بيوميد,"vit D3 ( cholecalciferol ) 10,000i.u. / c-tab",coated-tab,بيانات مكتملة
4679,Vitamin D3 5000,vit D3 ( cholecalciferol ),"5,000i.u.",قرص مغلف,بيوميد,"vit D3 ( cholecalciferol ) 5,000i.u. / c-tab",coated-tab,بيانات مكتملة
4680,Vitamin D3 50000,vit D3 ( cholecalciferol ),"50,000i.u.",قرص مغلف,بيوميد,"vit D3 ( cholecalciferol ) 50,000i.u. / c-tab",coated-tab,بيانات مكتملة
4681,Amiodarone 200,amiodarone,200mg,قرص,تاميكو,amiodarone 200mg / tab,tab,بيانات مكتملة
4682,Cefalex 250,cephalexin,250mg,dry-syrup,تاميكو,cephalexin 250mg / 5ml,dry-syrup,بيانات مكتملة
4683,Cefalex 500,cephalexin,500mg,كبسولة,تاميكو,cephalexin 500mg / cap,cap,بيانات مكتملة
4684,Cefoxime 100,cefixime,100mg,dry-syrup,تاميكو,cefixime 100mg / 5ml,dry-syrup,بيانات مكتملة
4685,Cefoxime 200,cefixime,200mg,كبسولة,تاميكو,cefixime 200mg / tab,cap,بيانات مكتملة
4686,Cefoxime 40,cefixime,40mg,dry-syrup,تاميكو,cefixime 40mg / 5ml,dry-syrup,بيانات مكتملة
4687,Cefuroxime 250,cefuroxime,250mg,قرص,تاميكو,cefuroxime 250mg / tab,tab,بيانات مكتملة
4688,Decostamine Flu,chlorpheniramine + paracetamol + pseudoephedrine,1mg + 160mg + 15mg,شراب,تاميكو,chlorpheniramine 1mg+paracetamol 160mg+pseudoephedrine 15mg / 5ml,syrup,بيانات مكتملة
4689,Erythroma 200,erythromycin,200mg,dry-syrup,تاميكو,erythromycin 200mg / 5ml,dry-syrup,بيانات مكتملة
4690,Erythroma 250,erythromycin,250mg,coated-tab pl-bottle,تاميكو,erythromycin 250mg / c-tab,coated-tab pl-bottle,بيانات مكتملة
4691,Flagyzol 500,metronidazole,500mg,قرص,تاميكو,metronidazole 500mg / tab,tab,بيانات مكتملة
4692,Fulvin 500,griseofulvin fine particles,500mg,قرص,تاميكو,griseofulvin fine particles 500mg / tab,tab,بيانات مكتملة
4693,Glustat 5,glibenclamide ( glyburide ),5mg,قرص,تاميكو,glibenclamide ( glyburide ) 5mg / tab,tab,بيانات مكتملة
4694,Glycerin 1,glycerol,1000mg,تحاميل,تاميكو,glycerol 1000mg / supp,supp,بيانات مكتملة
4695,Glycerin 2,glycerol,2000mg,تحاميل,تاميكو,glycerol 2000mg / supp,supp,بيانات مكتملة
4696,Klarycin 250,clarithromycin,250mg,قرص مغلف,تاميكو,clarithromycin 250mg / c-tab,coated-tab,بيانات مكتملة
4697,Maxicillin 250,amoxicillin,250mg,dry-syrup,تاميكو,amoxicillin 250mg / 5ml,dry-syrup,بيانات مكتملة
4698,Maxicillin 500,amoxicillin,500mg,كبسولة,تاميكو,amoxicillin 500mg / cap,cap,بيانات مكتملة
4699,Nifidine 10,nifedipine,10mg,قرص مغلف,تاميكو,nifedipine 10mg / c-tab,coated-tab,بيانات مكتملة
4700,Overcloxen 250,ampicillin + cloxacillin,125mg + 125mg,dry-syrup,تاميكو,ampicillin 125mg+cloxacillin 125mg / 5ml,dry-syrup,بيانات مكتملة
4701,Overcloxen 500,ampicillin + cloxacillin,250mg + 250mg,كبسولة,تاميكو,ampicillin 250mg+cloxacillin 250mg / cap,cap,بيانات مكتملة
4702,Overpen 250,ampicillin,250mg,dry-syrup,تاميكو,ampicillin 250mg / 5ml,dry-syrup,بيانات مكتملة
4703,Overpen 500,ampicillin,500mg,كبسولة,تاميكو,ampicillin 500mg / cap,cap,بيانات مكتملة
4704,Pectopect,chlorpheniramine + glycerol Guaiacolate ( guaifenesin ) + phenylephrine,2mg + 100mg + 5mg,شراب,تاميكو,chlorpheniramine 2mg+glycerol Guaiacolate ( guaifenesin ) 100mg+phenylephrine 5mg / 5ml,syrup,بيانات مكتملة
4705,Reemocod,,,شراب,تاميكو,,syrup,التركيب غير موجود في APK
4706,Reemopect,,,شراب,تاميكو,,syrup,التركيب غير موجود في APK
4707,Renacid,calcium Carbonate + magnesium Carbonate 40mg / chew-tab,340mg + ,قرص للمضغ,تاميكو,calcium Carbonate 340mg+magnesium Carbonate 40mg / chew-tab,chew-tab,بيانات مكتملة
4708,Serum Dextrose,dextrose,5%,serum,تاميكو,dextrose 5%,serum,بيانات مكتملة
4709,Serum Mixed,dextrose + sod.Chloride,5% + 0.9%,IV-inject.,تاميكو,dextrose 5%+sod.Chloride 0.9%,IV-inject.,بيانات مكتملة
4710,Serum Saline 0.9%,Sod.Chloride,0.9%,IV-inject.,تاميكو,Sod.Chloride 0.9%,IV-inject.,بيانات مكتملة
4711,Suprim,sulfamethoxazole + trimethoprim,400mg + 80mg,قرص,تاميكو,sulfamethoxazole 400mg+trimethoprim 80mg / tab,tab,بيانات مكتملة
4712,Sytamol 120,paracetamol,120mg,شراب,تاميكو,paracetamol 120mg / 5ml,syrup,بيانات مكتملة
4713,Sytamol 125,,,تحاميل,تاميكو,,supp,التركيب غير موجود في APK
4714,Sytamol 300,paracetamol,300mg,تحاميل,تاميكو,paracetamol 300mg / supp,supp,بيانات مكتملة
4715,Sytamol 500,paracetamol,500mg,tab/sachet,تاميكو,paracetamol 500mg / tab,tab/sachet,بيانات مكتملة
4716,Sytamol Extra,caffeine + paracetamol,50mg + 500mg,قرص,تاميكو,caffeine 50mg+paracetamol 500mg / tab,tab,بيانات مكتملة
4717,Tamidium 2,loperamide,2mg,كبسولة,تاميكو,loperamide 2mg / cap,cap,بيانات مكتملة
4718,Tamigel,alcool,70%,جل,تاميكو,alcool 70%,gel,بيانات مكتملة
4719,Tamigesic,,,قرص,تاميكو,,tab,التركيب غير موجود في APK
4720,Tetracyl 250,tetracycline,250mg,كبسولة,تاميكو,tetracycline 250mg / cap,cap,بيانات مكتملة
4721,Thameclor 250,cefaclor,250mg,dry-syrup,تاميكو,cefaclor 250mg / 5ml,dry-syrup,بيانات مكتملة
4722,Thameclor 500,cefaclor,500mg,كبسولة,تاميكو,cefaclor 500mg / cap,cap,بيانات مكتملة
4723,Thamelac Soya,,,عبوة معدنية,تاميكو,,metal-can,التركيب غير موجود في APK
4724,Thamerin 81,acetyl Salicylic Acid,81mg,قرص,تاميكو,acetyl Salicylic Acid 81mg / tab,tab,بيانات مكتملة
4725,Thamesilid 100,sildenafil,50mg,قرص,تاميكو,sildenafil 50mg / c-tab,tab,بيانات مكتملة
4726,Unicyclin 100,doxycycline,100mg,كبسولة,تاميكو,doxycycline 100mg / cap,cap,بيانات مكتملة
4727,Xantozyl 100,allopurinol,100mg,قرص,تاميكو,allopurinol 100mg / tab,tab,بيانات مكتملة
4728,Xantozyl 300,allopurinol,300mg,قرص,تاميكو,allopurinol 300mg / tab,tab,بيانات مكتملة
4729,Aspirin Retard 16,acetyl Salicylic Acid,162mg,كبسولة,ترياق,acetyl Salicylic Acid 162mg / cap,cap,بيانات مكتملة
4730,Bowel Clean,PEG + potassiumchloride + sodium Carbonate + Sod.Chloride + sodiumsulfate 5700mg / sachet,59000mg + 700mg + 1700mg + 1500mg + ,ظرف,ترياق,PEG 59000mg+potassiumchloride 700mg+sodium Carbonate 1700mg+Sod.Chloride 1500mg+sodiumsulfate 5700mg / sachet,sachet,بيانات مكتملة
4731,Circaxa 2.5,apixaban,2.5mg,قرص مغلف,ترياق,apixaban 2.5mg / c-tab,coated-tab,بيانات مكتملة
4732,Circaxa 5,apixaban,2.5mg,قرص مغلف,ترياق,apixaban 2.5mg / c-tab,coated-tab,بيانات مكتملة
4733,Crystalless 100,allopurinol,100mg,قرص,ترياق,allopurinol 100mg / tab,tab,بيانات مكتملة
4734,Crystalless 300,allopurinol,300mg,قرص,ترياق,allopurinol 300mg / tab,tab,بيانات مكتملة
4735,Curthiac,bioperine Piperine + curcumin + turmeric, +  + ,كبسولة,ترياق,bioperine Piperine +curcumin +turmeric / cap,cap,بيانات مكتملة
4736,Defungo 100,fluconazole,100mg,كبسولة,ترياق,fluconazole 100mg / cap,cap,بيانات مكتملة
4737,Defungo 150,fluconazole,150mg,كبسولة,ترياق,fluconazole 150mg / cap,cap,بيانات مكتملة
4738,Defungo 200,fluconazole,200mg,كبسولة,ترياق,fluconazole 200mg / cap,cap,بيانات مكتملة
4739,Defungo 50,fluconazole,50mg,كبسولة,ترياق,fluconazole 50mg / cap,cap,بيانات مكتملة
4740,Diarsec 2,loperamide,2mg,كبسولة,ترياق,loperamide 2mg / cap,cap,بيانات مكتملة
4741,Dolact 50,diclofenac Potassium 50mg / sachet,,ظرف,ترياق,diclofenac Potassium 50mg / sachet,sachet,بيانات مكتملة
4742,Doxyther 100,doxycycline,100mg,كبسولة,ترياق,doxycycline 100mg / cap,cap,بيانات مكتملة
4743,Elzole 10,methimazole,10mg,قرص,ترياق,methimazole 10mg / tab,tab,بيانات مكتملة
4744,Elzole 5,methimazole,5mg,قرص,ترياق,methimazole 5mg / tab,tab,بيانات مكتملة
4745,Empather 10,empagliflozin,10mg,قرص مغلف,ترياق,empagliflozin 10mg / c-tab,coated-tab,بيانات مكتملة
4746,Empather 25,empagliflozin,25mg,قرص مغلف,ترياق,empagliflozin 25mg / c-tab,coated-tab,بيانات مكتملة
4747,Floxigem 320,gemifloxacin,320mg,قرص مغلف,ترياق,gemifloxacin 320mg / c-tab,coated-tab,بيانات مكتملة
